metric,analysis_unit,n_pairs,clean_mean,noisy_mean,mean_paired_delta,median_paired_delta,noisy_greater_fraction,cohen_dz,wilcoxon_stat,wilcoxon_p
predictive_variance,user,4315,38.01222188239079,39.007984829004755,0.9957629466139706,0.9278373718261719,0.7179606025492468,0.5927497929229035,7436842.0,2.1143634014087415e-253
top20_dimension_share,user,4315,0.3346271353252274,0.3405811587197425,0.005954023394515052,0.006325573724960398,0.6692931633835457,0.3961322458304786,6667313.0,1.082956535192235e-133
negative_normalized_entropy,user,4315,-0.982985279039603,-0.981519668477821,0.0014656105617822505,0.0015434968703897933,0.6734646581691773,0.38487679293624816,6695485.0,2.1300542792378815e-137
