noise_ratio,num_users_with_noise,pearson_r,pearson_p,spearman_r,spearman_p
0.1,5524,0.08659832478674159,1.141176184583835e-10,0.16111118221205742,1.9288159986303872e-33
0.2,16916,0.2613216450216815,3.8157428650404267e-262,0.4263560297520884,0.0
0.3,16916,0.33355520591839294,0.0,0.4040441346234773,0.0
0.4,16916,0.3594632868021177,0.0,0.452184204678094,0.0
0.5,16916,0.36231873865521436,0.0,0.44662668377437037,0.0
