noise_ratio,edge_type,predictive_uncertainty
0.1,clean,2.1379811763763428
0.1,clean,1.2574541568756104
0.1,clean,0.9099811315536499
0.1,clean,1.809701681137085
0.1,clean,1.1355745792388916
0.1,clean,1.0332846641540527
0.1,clean,0.9496976137161255
0.1,clean,1.3333089351654053
0.1,clean,1.0347766876220703
0.1,clean,0.865419328212738
0.1,clean,1.1743035316467285
0.1,clean,1.2634915113449097
0.1,clean,1.0159064531326294
0.1,clean,1.2255580425262451
0.1,clean,0.9851764440536499
0.1,clean,0.8650281429290771
0.1,clean,0.9493165016174316
0.1,clean,0.9832525253295898
0.1,clean,1.6210417747497559
0.1,clean,0.9612836837768555
0.1,clean,1.2313132286071777
0.1,clean,1.009181261062622
0.1,clean,0.9503934383392334
0.1,clean,1.0076870918273926
0.1,clean,1.7781827449798584
0.1,clean,1.4331742525100708
0.1,clean,0.8823107481002808
0.1,clean,1.5166428089141846
0.1,clean,0.9205243587493896
0.1,clean,1.8898025751113892
0.1,clean,0.8966522216796875
0.1,clean,1.1497831344604492
0.1,clean,0.9527579545974731
0.1,clean,0.9509366750717163
0.1,clean,1.4446386098861694
0.1,clean,1.1231567859649658
0.1,clean,0.9978043437004089
0.1,clean,1.4832711219787598
0.1,clean,1.333338737487793
0.1,clean,0.9441760778427124
0.1,clean,1.2143727540969849
0.1,clean,0.9281988143920898
0.1,clean,1.4501020908355713
0.1,clean,1.6859265565872192
0.1,clean,0.9671065807342529
0.1,clean,1.3036184310913086
0.1,clean,1.1993082761764526
0.1,clean,2.236208915710449
0.1,clean,0.884070634841919
0.1,clean,0.9163718223571777
0.1,clean,0.8740819692611694
0.1,clean,1.1877775192260742
0.1,clean,0.9163411259651184
0.1,clean,0.9640885591506958
0.1,clean,1.363253116607666
0.1,clean,1.0654456615447998
0.1,clean,0.9436923861503601
0.1,clean,1.0997320413589478
0.1,clean,1.1097915172576904
0.1,clean,1.0059118270874023
0.1,clean,1.8167734146118164
0.1,clean,1.0072286128997803
0.1,clean,1.1032642126083374
0.1,clean,0.8518592119216919
0.1,clean,0.9614303708076477
0.1,clean,1.8738853931427002
0.1,clean,1.0733416080474854
0.1,clean,1.0703625679016113
0.1,clean,0.8987166881561279
0.1,clean,1.113932490348816
0.1,clean,0.9600977301597595
0.1,clean,1.421966791152954
0.1,clean,1.18721342086792
0.1,clean,0.8855452537536621
0.1,clean,0.9690540432929993
0.1,clean,1.0467824935913086
0.1,clean,1.4615466594696045
0.1,clean,1.078687310218811
0.1,clean,1.1148247718811035
0.1,clean,1.1301923990249634
0.1,clean,1.5576260089874268
0.1,clean,1.0036382675170898
0.1,clean,0.9564557671546936
0.1,clean,0.9661606550216675
0.1,clean,1.0265225172042847
0.1,clean,1.0022023916244507
0.1,clean,1.869490385055542
0.1,clean,1.7712934017181396
0.1,clean,2.243586540222168
0.1,clean,0.9944904446601868
0.1,clean,0.886993944644928
0.1,clean,1.351806402206421
0.1,clean,0.9701963663101196
0.1,clean,1.06891930103302
0.1,clean,1.3444104194641113
0.1,clean,0.8441483378410339
0.1,clean,0.9693760871887207
0.1,clean,1.1215300559997559
0.1,clean,1.0926142930984497
0.1,clean,1.0933690071105957
0.1,clean,0.999500036239624
0.1,clean,1.0832765102386475
0.1,clean,1.0342414379119873
0.1,clean,1.8093938827514648
0.1,clean,1.2072052955627441
0.1,clean,1.003334403038025
0.1,clean,0.9466391205787659
0.1,clean,1.1599688529968262
0.1,clean,0.9620130062103271
0.1,clean,0.9411664009094238
0.1,clean,2.6868810653686523
0.1,clean,0.953957200050354
0.1,clean,1.0626548528671265
0.1,clean,0.9228479266166687
0.1,clean,1.2058885097503662
0.1,clean,1.0334569215774536
0.1,clean,1.3802011013031006
0.1,clean,1.1092941761016846
0.1,clean,2.0752201080322266
0.1,clean,0.8001700043678284
0.1,clean,1.782728672027588
0.1,clean,0.9947369694709778
0.1,clean,1.7954541444778442
0.1,clean,1.0671974420547485
0.1,clean,0.9659227132797241
0.1,clean,1.2135233879089355
0.1,clean,1.291909098625183
0.1,clean,1.2370414733886719
0.1,clean,1.032715082168579
0.1,clean,1.0676349401474
0.1,clean,1.2069205045700073
0.1,clean,1.8150651454925537
0.1,clean,1.9387706518173218
0.1,clean,0.9355490207672119
0.1,clean,1.209822177886963
0.1,clean,0.8733140230178833
0.1,clean,0.9111813306808472
0.1,clean,1.295419454574585
0.1,clean,1.184943675994873
0.1,clean,0.9390113949775696
0.1,clean,0.9273662567138672
0.1,clean,1.1817853450775146
0.1,clean,1.174508810043335
0.1,clean,1.7304173707962036
0.1,clean,0.8799837827682495
0.1,clean,0.9311285018920898
0.1,clean,1.557098388671875
0.1,clean,1.842074990272522
0.1,clean,1.0860462188720703
0.1,clean,1.0124577283859253
0.1,clean,1.187783122062683
0.1,clean,1.0880106687545776
0.1,clean,1.660872220993042
0.1,clean,0.9824711084365845
0.1,clean,1.0919897556304932
0.1,clean,1.1660313606262207
0.1,clean,0.8530303239822388
0.1,clean,1.0205614566802979
0.1,clean,1.039680004119873
0.1,clean,1.1072394847869873
0.1,clean,0.9674773216247559
0.1,clean,1.7492871284484863
0.1,clean,1.0276861190795898
0.1,clean,0.9657773971557617
0.1,clean,1.1957125663757324
0.1,clean,1.0750337839126587
0.1,clean,1.4294241666793823
0.1,clean,1.242304801940918
0.1,clean,2.7147083282470703
0.1,clean,1.3476409912109375
